isPrem,dmgratio,hitratio,kd,nation,winrate,spots,moe,xp,image,battles,mastery,id,wn8,tier,bigImage,kpg,class,awards,armoreff,name,dpg,survival,dpgRanking
False,2.3,64,3.32,uk,61.81,0.57,3,930,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/uk-GB83_FV4005.png,948,4,13905,3767,10,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/uk-GB83_FV4005.png,1.91,TD,"{'battleHeroes': {'highCaliber': 160, 'topGun': 18, 'confederate': 3, 'tankSniper': 16, 'defender': 2}, 'main': {'fireForEffect': 723, 'duelist': 69, 'fighter': 119, 'spotter': 3, 'reaper': 9, 'masterGunner': 16, 'sharpShooter': 21}, 'epic': {'fadin': 1, 'pascucci': 2}}",0.03,FV4005,3310,42.51,
False,2,81,3.43,czech,60.24,1.58,3,1285,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/czech-Cz18_TNH_105_1000.png,83,4,3441,4998,8,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/czech-Cz18_TNH_105_1000.png,1.9,HT,"{'battleHeroes': {'highCaliber': 9, 'topGun': 2, 'confederate': 5, 'tankSniper': 1, 'steelWall': 2, 'patrolDuty': 2}, 'main': {'fireForEffect': 69, 'duelist': 12, 'fighter': 11, 'shellproof': 4, 'spotter': 3, 'reaper': 4, 'masterGunner': 25, 'sharpShooter': 43}, 'epic': {}}",0.5,TNH 105/1000,2575,44.58,
False,1.75,82,3.24,germany,63.93,1.53,3,1141,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/germany-G134_PzKpfw_VII.png,183,4,19473,4278,10,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/germany-G134_PzKpfw_VII.png,1.67,HT,"{'battleHeroes': {'highCaliber': 24, 'topGun': 4, 'confederate': 13, 'tankSniper': 2, 'steelWall': 33, 'defender': 2, 'patrolDuty': 2}, 'main': {'fireForEffect': 138, 'duelist': 33, 'fighter': 16, 'shellproof': 38, 'spotter': 4, 'reaper': 5, 'masterGunner': 16, 'sharpShooter': 48}, 'epic': {'pascucci': 3}}",1.34,Pz.Kpfw. VII,3618,48.63,
True,2.01,73,3.88,china,71.57,1.98,3,1299,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/china-Ch03_WZ_111_A.png,102,4,65073,4260,8,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/china-Ch03_WZ_111_A.png,1.82,HT,"{'battleHeroes': {'highCaliber': 10, 'topGun': 3, 'confederate': 4, 'steelWall': 3, 'defender': 3, 'invader': 1}, 'main': {'fireForEffect': 76, 'duelist': 15, 'fighter': 12, 'shellproof': 10, 'kamikaze': 1, 'spotter': 4, 'reaper': 3, 'masterGunner': 11, 'sharpShooter': 20}, 'epic': {'pascucci': 5}}",0.89,Alpine Tiger,2318,52.94,
True,1.83,81,3.62,germany,68.32,2.12,3,1291,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/germany-G118_VK4503.png,101,4,62993,4345,7,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/germany-G118_VK4503.png,1.86,HT,"{'battleHeroes': {'highCaliber': 22, 'topGun': 2, 'confederate': 5, 'tankSniper': 3, 'steelWall': 7, 'scout': 2, 'patrolDuty': 2}, 'main': {'fireForEffect': 74, 'duelist': 20, 'fighter': 17, 'shellproof': 2, 'kamikaze': 2, 'spotter': 4, 'reaper': 3, 'masterGunner': 11, 'sharpShooter': 29}, 'epic': {'radley': 1}}",0.43,VK 45.03,2042,48.51,
False,2.44,80,3.66,sweden,69.17,1.96,3,1352,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/sweden-S18_EMIL_1951_E1.png,240,4,1921,4895,8,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/sweden-S18_EMIL_1951_E1.png,1.95,HT,"{'battleHeroes': {'highCaliber': 39, 'topGun': 8, 'confederate': 10, 'tankSniper': 4, 'steelWall': 2, 'defender': 1, 'scout': 2, 'patrolDuty': 4}, 'main': {'fireForEffect': 205, 'duelist': 27, 'fighter': 30, 'shellproof': 11, 'spotter': 4, 'reaper': 3, 'masterGunner': 27, 'sharpShooter': 38}, 'epic': {'naydin': 1, 'radley': 2}}",0.62,Emil I,2657,46.67,
True,8.63,61,,germany,100,2,0,1110,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/germany-G117_Toldi_III.png,1,4,63505,6086,3,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/germany-G117_Toldi_III.png,6,LT,"{'battleHeroes': {'topGun': 1}, 'main': {'fireForEffect': 1, 'duelist': 1, 'reaper': 3, 'masterGunner': 5}, 'epic': {}}",0.56,Toldi III,647,100,
False,,64,,china,100,4,0,984,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/china-Ch31_M3G_FT.png,1,4,6705,5310,3,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/china-Ch31_M3G_FT.png,4,TD,"{'battleHeroes': {}, 'main': {'fireForEffect': 1, 'fighter': 1, 'masterGunner': 10, 'sharpShooter': 12}, 'epic': {}}",0,M3G FT,929,100,
False,6.61,39,1.9,ussr,63.22,0.05,1,755,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/ussr-R51_Object_212.png,87,4,8449,2354,9,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/ussr-R51_Object_212.png,1.09,SPG,"{'battleHeroes': {'highCaliber': 2, 'confederate': 2, 'defender': 1}, 'main': {'duelist': 1, 'fighter': 3, 'spotter': 1, 'reaper': 3, 'masterGunner': 5}, 'epic': {'gore': 2}}",0.06,212A,1902,42.53,
False,5.47,43,4.42,france,59.68,0.21,0,385,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/france-F20_RenaultBS.png,62,4,833,3363,2,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/france-F20_RenaultBS.png,2.35,SPG,"{'battleHeroes': {'topGun': 6}, 'main': {'fighter': 6, 'reaper': 3, 'masterGunner': 13, 'sharpShooter': 13}, 'epic': {'stark': 1}}",0.26,FT BS,358,46.77,
False,6.34,38,2.56,usa,59.52,0.07,2,573,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/usa-A18_M41.png,336,4,4129,2168,5,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/usa-A18_M41.png,1.4,SPG,"{'battleHeroes': {'highCaliber': 8}, 'main': {'fighter': 5, 'kamikaze': 1, 'reaper': 4, 'masterGunner': 7}, 'epic': {}}",0,M41 HMC,1046,45.54,
True,2.38,84,4.33,italy,67.2,2.21,3,1379,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/italy-It13_Progetto_M35_mod_46.png,250,4,51361,4907,8,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/italy-It13_Progetto_M35_mod_46.png,2.32,MT,"{'battleHeroes': {'highCaliber': 39, 'topGun': 18, 'confederate': 34, 'tankSniper': 19, 'patrolDuty': 3}, 'main': {'fireForEffect': 213, 'duelist': 38, 'fighter': 43, 'kamikaze': 2, 'spotter': 8, 'reaper': 3, 'masterGunner': 31, 'sharpShooter': 96}, 'epic': {'billotte': 1, 'dumitru': 1, 'lehvaslaiho': 21, 'oskin': 4, 'pascucci': 6, 'pool': 1, 'radley': 2}}",0.07,Progetto 46,2699,46.4,
False,1.84,78,3.72,poland,66.67,1.3,3,1141,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/poland-Pl15_60TP_Lewandowskiego.png,312,4,3473,4127,10,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/poland-Pl15_60TP_Lewandowskiego.png,1.81,HT,"{'battleHeroes': {'highCaliber': 51, 'topGun': 7, 'confederate': 8, 'tankSniper': 2, 'steelWall': 21, 'defender': 1, 'patrolDuty': 2}, 'main': {'fireForEffect': 236, 'duelist': 60, 'fighter': 42, 'shellproof': 21, 'spotter': 9, 'reaper': 4, 'masterGunner': 16, 'sharpShooter': 24}, 'epic': {'billotte': 2, 'pascucci': 2, 'radley': 1}}",0.85,60TP,3828,51.28,
False,2.05,78,3.23,uk,65.46,2.13,3,1069,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/uk-GB86_Centurion_Action_X.png,304,4,7249,4121,10,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/uk-GB86_Centurion_Action_X.png,1.82,MT,"{'battleHeroes': {'highCaliber': 37, 'topGun': 8, 'confederate': 33, 'tankSniper': 8, 'steelWall': 2, 'defender': 3, 'invader': 1, 'patrolDuty': 2}, 'main': {'fireForEffect': 245, 'duelist': 43, 'fighter': 42, 'shellproof': 4, 'spotter': 6, 'reaper': 4, 'masterGunner': 23, 'sharpShooter': 36}, 'epic': {'billotte': 1, 'kolobanov': 1, 'naydin': 1, 'pascucci': 2, 'radley': 1}}",0.41,Centurion AX,3240,43.75,
False,1.84,74,2.2,poland,65.79,2.29,3,1174,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/poland-Pl23_CS_53.png,114,4,4497,4536,8,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/poland-Pl23_CS_53.png,1.46,MT,"{'battleHeroes': {'highCaliber': 9, 'topGun': 2, 'confederate': 13, 'patrolDuty': 1}, 'main': {'fireForEffect': 88, 'duelist': 16, 'fighter': 8, 'spotter': 4, 'reaper': 3, 'masterGunner': 15, 'sharpShooter': 28}, 'epic': {'dumitru': 1, 'lehvaslaiho': 3, 'nicol': 1, 'oskin': 1, 'pascucci': 1}}",0.18,CS-53,2140,33.33,
True,1.93,78,2.47,usa,65.96,1.66,3,1239,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/usa-A125_AEP_1.png,188,4,61729,3883,9,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/usa-A125_AEP_1.png,1.54,HT,"{'battleHeroes': {'highCaliber': 29, 'topGun': 4, 'confederate': 26, 'steelWall': 10}, 'main': {'fireForEffect': 141, 'duelist': 24, 'fighter': 17, 'shellproof': 20, 'kamikaze': 1, 'spotter': 3, 'reaper': 4, 'masterGunner': 25, 'sharpShooter': 48}, 'epic': {'pascucci': 1, 'radley': 1}}",0.89,AE Phase I,3103,37.77,
True,3.39,67,4.24,ussr,77.78,2.78,0,613,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/ussr-R84_Tetrarch_LL.png,54,4,54529,2753,2,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/ussr-R84_Tetrarch_LL.png,2.28,LT,"{'battleHeroes': {'topGun': 3, 'confederate': 2, 'patrolDuty': 1}, 'main': {'fireForEffect': 27, 'duelist': 1, 'fighter': 6, 'reaper': 3, 'masterGunner': 26, 'sharpShooter': 29}, 'epic': {}}",0.14,Tetrarch,354,46.3,
False,3.74,71,8,czech,83.33,1.83,0,684,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/czech-Cz03_LT_vz35.png,6,4,369,3768,2,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/czech-Cz03_LT_vz35.png,2.67,LT,"{'battleHeroes': {'topGun': 1, 'confederate': 1}, 'main': {'fireForEffect': 6, 'duelist': 2, 'masterGunner': 8}, 'epic': {}}",0.06,LT vz. 35,425,66.67,
True,1.96,81,2.72,france,59.41,1.39,3,930,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/france-F64_AMX_50Fosh_155.png,542,4,13889,3110,10,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/france-F64_AMX_50Fosh_155.png,1.75,TD,"{'battleHeroes': {'highCaliber': 45, 'topGun': 10, 'confederate': 2, 'tankSniper': 16, 'steelWall': 12, 'defender': 1, 'invader': 1, 'patrolDuty': 2}, 'main': {'fireForEffect': 174, 'duelist': 26, 'fighter': 30, 'shellproof': 10, 'spotter': 3, 'reaper': 5, 'masterGunner': 25, 'sharpShooter': 46}, 'epic': {'pascucci': 3, 'radley': 1}}",0.58,Foch 155,3081,35.79,
False,1.38,79,2.38,ussr,66.02,2.58,3,1009,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/ussr-R46_KV-13.png,103,4,8961,3193,7,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/ussr-R46_KV-13.png,1.52,MT,"{'battleHeroes': {'highCaliber': 6, 'topGun': 2, 'confederate': 5, 'steelWall': 2}, 'main': {'fireForEffect': 43, 'duelist': 9, 'fighter': 6, 'shellproof': 1, 'kamikaze': 3, 'spotter': 4, 'masterGunner': 21, 'sharpShooter': 48}, 'epic': {'pascucci': 1}}",0.31,KV-13,1291,35.92,
False,2.27,77,2.75,china,61.82,3.84,3,1164,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/china-Ch28_WZ_132A.png,165,4,5681,5993,9,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/china-Ch28_WZ_132A.png,1.75,LT,"{'battleHeroes': {'highCaliber': 22, 'topGun': 6, 'confederate': 16, 'tankSniper': 8, 'scout': 4, 'patrolDuty': 6}, 'main': {'fireForEffect': 135, 'duelist': 14, 'fighter': 20, 'kamikaze': 2, 'spotter': 7, 'reaper': 3, 'masterGunner': 13, 'sharpShooter': 34}, 'epic': {'pascucci': 4}}",0.06,WZ-132A,2469,36.36,
True,1.99,72,2.95,sweden,68.75,1.16,3,1252,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/sweden-S32_Bofors_Tornvagn.png,160,4,54657,4062,8,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/sweden-S32_Bofors_Tornvagn.png,1.44,HT,"{'battleHeroes': {'highCaliber': 14, 'topGun': 4, 'confederate': 11, 'steelWall': 10, 'defender': 1, 'patrolDuty': 1}, 'main': {'fireForEffect': 125, 'duelist': 14, 'fighter': 7, 'shellproof': 15, 'kamikaze': 2, 'spotter': 2, 'reaper': 4, 'masterGunner': 26, 'sharpShooter': 26}, 'epic': {'pascucci': 1}}",0.83,Tornvagn,2540,51.25,
False,3.85,35,2.29,germany,61.54,0.08,0,366,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/germany-G95_Pz_Sfl_IVb.png,13,4,15633,1669,4,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/germany-G95_Pz_Sfl_IVb.png,1.23,SPG,"{'battleHeroes': {'topGun': 1}, 'main': {'reaper': 5, 'masterGunner': 6}, 'epic': {}}",0,Pz.Sfl. IVb,414,46.15,
False,8.04,39,3.56,ussr,61.11,0.06,0,807,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/ussr-R91_SU14_1.png,18,4,16129,3696,7,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/ussr-R91_SU14_1.png,1.78,SPG,"{'battleHeroes': {'highCaliber': 1}, 'main': {'reaper': 4, 'masterGunner': 6}, 'epic': {}}",0,SU-14-1,1615,50,
True,1.96,74,2,ussr,87.5,3.13,0,715,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/ussr-R34_BT-SV.png,8,4,52225,2604,3,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/ussr-R34_BT-SV.png,1.75,LT,"{'battleHeroes': {}, 'main': {'fireForEffect': 7, 'duelist': 2, 'fighter': 2, 'masterGunner': 7, 'sharpShooter': 19}, 'epic': {}}",0.32,BT-SV,512,12.5,
False,3.26,71,3.69,germany,66.43,0.65,3,1061,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/germany-G99_RhB_Waffentrager.png,283,4,16657,3460,8,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/germany-G99_RhB_Waffentrager.png,1.84,TD,"{'battleHeroes': {'highCaliber': 48, 'topGun': 4, 'confederate': 7, 'tankSniper': 13, 'defender': 1}, 'main': {'fireForEffect': 228, 'duelist': 18, 'fighter': 47, 'spotter': 5, 'reaper': 4, 'masterGunner': 18, 'sharpShooter': 28}, 'epic': {}}",0,Rhm.-B. WT,2420,50.18,
False,1.98,75,2.69,ussr,63,1.04,3,1168,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/ussr-R170_IS_2_II.png,100,4,22785,4188,8,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/ussr-R170_IS_2_II.png,1.56,HT,"{'battleHeroes': {'highCaliber': 9, 'topGun': 1, 'confederate': 8, 'tankSniper': 2, 'steelWall': 4, 'defender': 1}, 'main': {'fireForEffect': 78, 'duelist': 11, 'fighter': 9, 'shellproof': 7, 'spotter': 2, 'reaper': 3, 'masterGunner': 19, 'sharpShooter': 34}, 'epic': {}}",0.57,IS-2-II,2464,42,
False,2.28,73,2.78,germany,61.38,1.24,3,913,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/germany-G121_Grille_15_L63.png,650,4,19217,3445,10,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/germany-G121_Grille_15_L63.png,1.66,TD,"{'battleHeroes': {'highCaliber': 103, 'topGun': 11, 'confederate': 20, 'tankSniper': 44, 'defender': 2, 'patrolDuty': 1}, 'main': {'fireForEffect': 521, 'duelist': 41, 'fighter': 59, 'spotter': 3, 'reaper': 5, 'masterGunner': 26, 'sharpShooter': 31}, 'epic': {'naydin': 1, 'pascucci': 1, 'radley': 1}}",0.01,Grille 15,3324,40.31,
False,1.41,78,1.85,germany,61.29,2.29,3,891,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/germany-G96_VK3002M.png,186,4,15889,2680,6,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/germany-G96_VK3002M.png,1.31,MT,"{'battleHeroes': {'highCaliber': 7, 'topGun': 4, 'confederate': 9, 'tankSniper': 2, 'defender': 1, 'patrolDuty': 2}, 'main': {'fireForEffect': 76, 'duelist': 13, 'fighter': 8, 'kamikaze': 2, 'spotter': 2, 'masterGunner': 23, 'sharpShooter': 38}, 'epic': {'lehvaslaiho': 3, 'oskin': 1}}",0.17,VK 30.02 M,1040,29.03,
False,1.74,77,2.24,china,66.27,1.29,3,1197,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/china-Ch50_BZ_166.png,83,4,9521,4058,8,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/china-Ch50_BZ_166.png,1.46,HT,"{'battleHeroes': {'highCaliber': 6, 'topGun': 1, 'confederate': 6, 'steelWall': 3}, 'main': {'fireForEffect': 60, 'duelist': 13, 'fighter': 6, 'shellproof': 8, 'kamikaze': 2, 'spotter': 3, 'reaper': 3, 'masterGunner': 19, 'sharpShooter': 23}, 'epic': {'pascucci': 1}}",0.66,BZ-166,2370,34.94,
True,4.99,77,,usa,100,7,0,1395,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/usa-A74_T1_E6.png,1,4,53537,6166,2,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/usa-A74_T1_E6.png,7,LT,"{'battleHeroes': {'topGun': 1}, 'main': {'masterGunner': 11, 'sharpShooter': 11}, 'epic': {}}",0,T1E6,584,100,
False,4.55,65,,sweden,100,6.5,0,1144,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/sweden-S03_Strv_M38.png,2,4,385,5973,2,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/sweden-S03_Strv_M38.png,4,LT,"{'battleHeroes': {}, 'main': {'fireForEffect': 2, 'duelist': 1, 'fighter': 1, 'masterGunner': 8}, 'epic': {}}",0.2,Strv m/38,638,100,
False,2.83,66,1.9,germany,61.97,1.46,0,419,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/germany-G20_Marder_II.png,71,4,6673,1474,3,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/germany-G20_Marder_II.png,1.39,TD,"{'battleHeroes': {'topGun': 2, 'confederate': 1}, 'main': {'masterGunner': 13, 'sharpShooter': 26}, 'epic': {}}",0,Marder II,369,26.76,
False,1.99,79,3.13,germany,64.72,2.38,3,1054,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/germany-G89_Leopard1.png,635,4,14609,3910,10,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/germany-G89_Leopard1.png,1.9,MT,"{'battleHeroes': {'highCaliber': 79, 'topGun': 22, 'confederate': 70, 'tankSniper': 34, 'defender': 7, 'scout': 6, 'patrolDuty': 2}, 'main': {'fireForEffect': 491, 'duelist': 77, 'fighter': 80, 'spotter': 4, 'reaper': 6, 'masterGunner': 18, 'sharpShooter': 78}, 'epic': {'pascucci': 6, 'radley': 4}}",0.09,Leopard 1,3221,39.37,
False,3.14,67,3.37,usa,59.53,2.48,0,579,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/usa-A46_T3.png,425,4,6177,2227,2,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/usa-A46_T3.png,2.48,TD,"{'battleHeroes': {'highCaliber': 1, 'topGun': 47, 'confederate': 1, 'steelWall': 7, 'defender': 5, 'scout': 5, 'patrolDuty': 2}, 'main': {'kamikaze': 9, 'reaper': 10, 'masterGunner': 20, 'sharpShooter': 20}, 'epic': {'delanglade': 1, 'kolobanov': 1}}",1.75,T3 HMC,343,26.35,
False,1.48,77,1.84,china,50.98,1.31,0,1014,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/china-Ch48_BZ_75.png,51,4,9009,3101,10,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/china-Ch48_BZ_75.png,1.33,HT,"{'battleHeroes': {'highCaliber': 7, 'confederate': 1, 'steelWall': 1}, 'main': {'fireForEffect': 36, 'duelist': 6, 'fighter': 5, 'shellproof': 2, 'spotter': 3, 'reaper': 4, 'masterGunner': 9, 'sharpShooter': 17}, 'epic': {}}",0.55,BZ-75,3581,27.45,
False,1.61,75,1.7,uk,57.5,1.75,0,917,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/uk-GB120_Concept_No_5.png,40,4,19281,2633,10,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/uk-GB120_Concept_No_5.png,1.15,MT,"{'battleHeroes': {'highCaliber': 1, 'topGun': 1, 'confederate': 3, 'tankSniper': 1, 'defender': 1, 'scout': 1, 'patrolDuty': 2}, 'main': {'fireForEffect': 25, 'duelist': 1, 'fighter': 1, 'spotter': 13, 'masterGunner': 11, 'sharpShooter': 25}, 'epic': {'pascucci': 1, 'radley': 1}}",0.04,Concept 5,2675,32.5,
False,2.42,71,3.67,germany,60,2.5,0,526,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/germany-G07_Pz35t.png,20,4,785,2459,2,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/germany-G07_Pz35t.png,2.2,LT,"{'battleHeroes': {'topGun': 3, 'confederate': 1}, 'main': {'masterGunner': 22, 'sharpShooter': 31}, 'epic': {}}",0.37,Pz. 35 (t),306,40,
True,6.37,80,6,france,100,2,0,966,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/france-F111_AM39_Gendron_Somua.png,2,4,43329,4399,2,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/france-F111_AM39_Gendron_Somua.png,3,LT,"{'battleHeroes': {}, 'main': {'fireForEffect': 2, 'duelist': 1, 'fighter': 1, 'masterGunner': 21, 'sharpShooter': 21}, 'epic': {'orlik': 1}}",0,AM Gendron,662,50,
False,2.09,81,2.96,czech,69.23,1.88,3,1126,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/czech-Cz05_T34_100.png,130,4,1649,4492,7,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/czech-Cz05_T34_100.png,1.68,MT,"{'battleHeroes': {'highCaliber': 13, 'topGun': 1, 'confederate': 11, 'tankSniper': 8, 'steelWall': 1, 'defender': 1}, 'main': {'fireForEffect': 106, 'duelist': 19, 'fighter': 18, 'spotter': 2, 'reaper': 3, 'masterGunner': 22, 'sharpShooter': 27}, 'epic': {'fadin': 1, 'lehvaslaiho': 1, 'nicol': 1}}",0.16,T-34/100,1838,43.08,
False,2.5,73,3.47,uk,67.82,0.82,3,1061,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/uk-GB81_FV4004.png,261,4,13137,3801,9,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/uk-GB81_FV4004.png,1.8,TD,"{'battleHeroes': {'highCaliber': 44, 'topGun': 7, 'confederate': 13, 'tankSniper': 10, 'defender': 2, 'patrolDuty': 1}, 'main': {'fireForEffect': 211, 'duelist': 23, 'fighter': 27, 'spotter': 2, 'reaper': 3, 'masterGunner': 14, 'sharpShooter': 26}, 'epic': {}}",0.2,Conway,2804,48.28,
True,2.67,74,3.45,ussr,70.25,1.53,3,1432,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/ussr-R180_Object_274_A.png,121,4,32257,4574,8,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/ussr-R180_Object_274_A.png,1.88,MT,"{'battleHeroes': {'highCaliber': 19, 'topGun': 4, 'confederate': 11, 'tankSniper': 4, 'steelWall': 2}, 'main': {'fireForEffect': 109, 'duelist': 17, 'fighter': 10, 'shellproof': 10, 'kamikaze': 1, 'spotter': 4, 'reaper': 4, 'masterGunner': 15, 'sharpShooter': 44}, 'epic': {'lehvaslaiho': 8, 'oskin': 1, 'pascucci': 1, 'radley': 1}}",0.79,Obj. 274a,2610,45.45,
True,1.84,77,2.48,uk,63.45,1.69,3,1203,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/uk-GB70_N_FV4202_105.png,249,4,55633,4205,8,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/uk-GB70_N_FV4202_105.png,1.49,MT,"{'battleHeroes': {'highCaliber': 23, 'topGun': 4, 'confederate': 33, 'tankSniper': 5, 'steelWall': 2, 'defender': 2, 'scout': 1, 'patrolDuty': 1}, 'main': {'fireForEffect': 179, 'duelist': 29, 'fighter': 24, 'shellproof': 6, 'kamikaze': 1, 'spotter': 4, 'reaper': 4, 'masterGunner': 20, 'sharpShooter': 38}, 'epic': {'lehvaslaiho': 3, 'radley': 1}}",0.42,FV4202,2100,39.76,
True,1.83,73,3.63,usa,73.4,2.44,3,944,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/usa-A62_Ram-II.png,188,4,51745,3878,5,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/usa-A62_Ram-II.png,2.01,MT,"{'battleHeroes': {'highCaliber': 24, 'topGun': 6, 'confederate': 5, 'steelWall': 1, 'scout': 2, 'patrolDuty': 2}, 'main': {'fireForEffect': 83, 'duelist': 26, 'fighter': 25, 'kamikaze': 2, 'spotter': 3, 'reaper': 3, 'masterGunner': 27, 'sharpShooter': 39}, 'epic': {'lehvaslaiho': 1, 'pascucci': 2, 'pool': 1, 'radley': 3}}",0.28,Ram II,918,44.68,
