tank_id,damage,winrate,direct_hits,image,life_time,distance_traveled,player_winrate,spotting_assist,isPrem,tracking_assist,damage_blocked,nation,big_image,survival,frags,battles,pen_rate,potential_damage_received,tier,penetrations,sniper_damage,shots_fired,damage_received,base_capture_points,base_defense_points,name,winrate_differential,class,spots,wn8,hit_rate
3889,560,48.53,3.24,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch17_WZ131_1_WZ132.png,227,1548,47.09,630,False,22,40,China,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/china-Ch17_WZ131_1_WZ132.png,15.47,0.42,7234,73.38,1058,8,2.38,133,4.89,1003,0.57,0.24,WZ-132,1.44,LT,2.47,836,66.29
58705,731,49.75,4.23,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB103_GSOR3301_AVR_FS.png,286,1859,51.05,1148,False,27,10,UK,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/uk-GB103_GSOR3301_AVR_FS.png,25.04,0.5,7164,77.97,1035,9,3.3,185,5.73,1091,0.9,0.48,GSOR,-1.3,LT,3.08,1023,73.85
57105,704,50.2,3.47,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G41_DickerMax.png,328,905,48.23,151,True,26,9,Germany,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/germany-G41_DickerMax.png,34.2,0.79,7117,77.2,453,6,2.68,377,5.94,456,0.88,0.38,Dicker Max,1.97,TD,0.46,1162,58.41
4129,301,45.33,1.2,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A18_M41.png,363,414,47.27,12,False,18,0,USA,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/usa-A18_M41.png,38.67,0.39,7099,11.26,181,5,0.14,266,6.16,188,0.12,0.5,M41 HMC,-1.94,SPG,0.04,294,19.51
1649,676,48.72,4.35,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/czech-Cz05_T34_100.png,270,1277,47.61,256,False,29,118,Czech,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/czech-Cz05_T34_100.png,20.31,0.56,7042,70.67,1089,7,3.07,174,6.78,966,0.75,0.41,T-34/100,1.11,MT,0.99,936,64.11
58945,274,47.72,3.45,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/france-F124_AMX_13FL11.png,225,1186,47.51,238,True,15,10,France,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/france-F124_AMX_13FL11.png,16.96,0.36,6986,74.69,443,5,2.57,62,5.5,454,0.92,0.34,AMX 13 FL 11,0.21,LT,1.66,658,62.62
4369,282,47.68,7.19,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G10_PzIII_AusfJ.png,224,1186,47.04,133,False,13,105,Germany,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/germany-G10_PzIII_AusfJ.png,17.03,0.48,6906,57.69,589,4,4.15,33,12.44,504,1.05,0.33,Pz. III J,0.64,MT,1.27,780,57.81
1153,433,49.17,4.59,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/sweden-S02_Strv_M42.png,252,1122,48.45,140,False,24,52,Sweden,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/sweden-S02_Strv_M42.png,20.75,0.54,6893,70.79,552,5,3.25,99,7.56,524,0.87,0.35,Strv m/42,0.72,MT,0.78,1057,60.64
61953,1144,50.74,6.68,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R122_T44_100.png,286,1642,51.08,428,True,55,282,USSR,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/ussr-R122_T44_100.png,24.57,0.74,6878,71.48,1513,8,4.77,290,9.6,1210,0.82,0.48,T-44-100,-0.34,MT,1.47,1441,69.58
4241,801,50.56,4.54,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/poland-Pl20_CS_44.png,270,1320,49.68,279,False,36,225,Poland,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/poland-Pl20_CS_44.png,22.66,0.66,6859,71.26,1197,7,3.24,181,6.78,982,0.95,0.37,CS-44,0.88,MT,1.12,1108,66.93
9761,343,47.74,4.41,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A34_M24_Chaffee.png,224,1458,47.88,295,False,15,27,USA,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/usa-A34_M24_Chaffee.png,16.43,0.49,6858,72.21,507,5,3.18,68,7.07,508,0.87,0.37,Chaffee,-0.14,LT,2.22,1139,62.34
58449,622,48.82,4.48,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB101_FV1066_Senlac.png,244,1662,51.14,831,True,19,1,UK,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/uk-GB101_FV1066_Senlac.png,18.06,0.5,6848,71.92,940,8,3.22,171,6.33,960,0.48,0.37,Senlac,-2.32,LT,3.01,1088,70.76
21761,1843,48.49,8.54,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R144_K_91.png,327,1561,51.69,564,False,81,401,USSR,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/ussr-R144_K_91.png,29.29,0.93,6781,71.22,2027,10,6.08,686,11.94,1671,0.56,0.56,K-91,-3.2,MT,1.13,1552,71.5
20049,436,50.3,7.42,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/uk-GB124_AEC_Armoured_Car.png,232,1369,48.55,185,False,14,4,UK,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/uk-GB124_AEC_Armoured_Car.png,17.98,0.58,6620,75.42,496,5,5.6,109,11.82,529,0.7,0.47,AEC,1.75,MT,1.33,861,62.76
5457,619,49.18,6.71,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB22_Comet.png,259,1329,48.16,276,False,26,91,UK,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/uk-GB22_Comet.png,20.47,0.55,6615,67.78,1125,7,4.55,146,10.37,1038,0.67,0.39,Comet,1.02,MT,1.17,855,64.68
1953,667,48.32,4.43,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/italy-It09_P43_ter.png,267,1266,48.43,253,False,35,180,Italy,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/italy-It09_P43_ter.png,21.65,0.57,6600,67.01,1163,7,2.97,139,6.92,972,1.12,0.31,P.43 ter,-0.11,MT,0.97,888,64.01
49665,1270,51.41,4.94,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R134_Object_252U.png,297,1195,49.81,257,True,42,992,USSR,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/ussr-R134_Object_252U.png,27.04,0.71,6584,64.39,2387,8,3.18,120,6.77,1378,1.09,0.21,Obj. 252U,1.6,HT,0.91,1307,72.87
10017,566,50.34,7.12,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A36_Sherman_Jumbo.png,268,1116,47.88,213,False,28,428,USA,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/usa-A36_Sherman_Jumbo.png,23.53,0.65,6549,62.22,1161,6,4.43,104,11.54,742,1.25,0.31,M4A3E2,2.46,MT,0.88,1016,61.71
56657,995,48,7.41,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB93_Caernarvon_AX.png,271,1124,49.89,265,True,50,685,UK,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/uk-GB93_Caernarvon_AX.png,19.81,0.55,6533,60.89,2122,8,4.51,153,10.41,1444,0.69,0.24,Caernarvon AX,-1.89,HT,1.02,1079,71.16
61761,1193,48.04,4.51,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F89_Canon_dassaut_de_105.png,335,1333,49.91,263,True,39,208,France,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/france-F89_Canon_dassaut_de_105.png,29.89,0.76,6514,74.55,1051,8,3.37,629,6.82,807,0.7,0.54,AMX Cda 105,-1.87,TD,0.64,1254,66.2
8497,2383,51.57,4.94,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch38_WZ113G_FT.png,354,1291,53.97,322,False,58,734,China,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/china-Ch38_WZ113G_FT.png,35.45,1.07,6424,71.42,2401,10,3.53,778,6.84,1727,0.76,0.37,WZ-113G FT,-2.4,TD,0.69,1891,72.23
48913,970,47.63,4.12,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G138_VK168_02.png,299,998,48.85,254,True,37,1000,Germany,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/germany-G138_VK168_02.png,25.35,0.55,6360,57.92,2577,8,2.39,126,5.86,1552,1.01,0.27,VK 168.01 P,-1.22,HT,0.58,991,70.28
5793,439,48.57,5.87,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/italy-It28_Semovente_M41_Da_75_18.png,294,969,48.41,101,False,22,14,Italy,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/italy-It28_Semovente_M41_Da_75_18.png,27.23,0.61,6306,71.44,387,5,4.19,193,10.52,374,1.1,0.46,Semovente M41,0.16,TD,0.44,814,55.76
61713,776,47.78,4.89,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G109_Steyr_WT.png,331,1031,48.38,156,True,35,0,Germany,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/germany-G109_Steyr_WT.png,31.28,0.65,6304,72.04,604,7,3.52,419,7.9,623,0.95,0.48,Steyr WT,-0.6,TD,0.36,939,61.86
57937,2511,53.16,8.96,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB98_T95_FV4201_Chieftain.png,325,1577,53.4,561,True,105,1222,UK,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/uk-GB98_T95_FV4201_Chieftain.png,31.96,1.06,6279,67.93,3187,10,6.09,358,11.28,2099,0.39,0.44,T95/FV4201,-0.24,HT,1.54,1804,79.47
15425,1736,47.81,6.93,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F72_AMX_30.png,302,1655,51.55,514,False,84,269,France,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/france-F72_AMX_30.png,24.36,0.83,6265,68.79,1870,10,4.77,550,9.76,1696,0.37,0.29,AMX 30 B,-3.74,MT,1.36,1428,71.06
15649,618,49.06,5.88,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A103_T71E1.png,235,1516,50.03,465,False,21,6,USA,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/usa-A103_T71E1.png,16.43,0.63,6264,73.86,779,7,4.34,157,8.44,775,0.69,0.45,T71 DA,-0.97,LT,2.33,1272,69.66
59681,624,50.52,7.99,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A118_M4_Thunderbolt.png,266,1134,48.08,230,True,22,370,USA,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/usa-A118_M4_Thunderbolt.png,24.06,0.68,6251,69.7,1093,6,5.57,137,12.27,743,1.08,0.39,Thunderbolt,2.44,MT,0.98,1081,65.16
56081,1139,49.74,4.04,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G141_VK7501K.png,298,1078,49.63,242,True,37,878,Germany,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/germany-G141_VK7501K.png,26.69,0.62,6190,63.5,2358,8,2.56,152,5.67,1470,1.08,0.2,VK 75.01 K,0.11,HT,0.78,1211,71.25
15681,1548,51.52,6.19,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F71_AMX_30_prototype.png,308,1734,51.52,463,False,63,224,France,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/france-F71_AMX_30_prototype.png,27.03,0.85,6163,70.39,1628,9,4.36,456,8.9,1448,0.63,0.48,AMX 30,0,MT,1.43,1545,69.58
1841,1323,47.48,5.37,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch18_WZ-120.png,295,1485,50.58,439,False,49,414,China,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/china-Ch18_WZ-120.png,23.77,0.68,6162,69.3,1963,9,3.72,306,7.72,1560,0.58,0.33,WZ-120,-3.1,MT,1.26,1256,69.65
58913,945,48.1,6.94,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A117_T26E5.png,281,1196,48.51,297,True,52,631,USA,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/usa-A117_T26E5.png,22.87,0.52,6144,59.36,2048,8,4.12,146,9.74,1402,0.8,0.33,T26E5,-0.41,HT,1.07,1023,71.29
51585,806,51.25,7.44,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/sweden-S01_Strv_74_A2.png,285,1290,49.47,192,True,31,31,Sweden,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/sweden-S01_Strv_74_A2.png,27.34,0.92,6060,77.16,679,6,5.74,253,10.94,665,0.9,0.51,Strv m/42-57,1.78,MT,0.82,1430,67.99
49409,1105,50.88,5.33,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R61_Object252_BF.png,300,1180,48.48,259,True,46,911,USSR,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/ussr-R61_Object252_BF.png,27.98,0.7,6051,58.05,2343,8,3.09,98,7.35,1419,1.11,0.32,IS-6 B,2.4,HT,0.88,1133,72.43
60193,922,46.64,5.5,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A115_Chrysler_K.png,276,1094,48.25,244,True,43,951,USA,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/usa-A115_Chrysler_K.png,21.1,0.48,5952,55.18,2393,8,3.04,122,7.61,1431,1.04,0.21,Chrysler K,-1.61,HT,1.04,877,72.29
10241,815,49.59,4.86,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R74_SU100M1.png,299,1126,49,191,False,36,446,USSR,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/ussr-R74_SU100M1.png,25.85,0.65,5943,72.43,1175,7,3.52,249,7.57,730,0.96,0.38,SU-100M1,0.59,TD,0.69,1019,64.14
34817,952,46.43,4.67,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/ussr-R191_Object_283.png,289,1283,48.84,323,True,42,679,USSR,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/ussr-R191_Object_283.png,21.37,0.49,5910,60.29,2145,9,2.82,194,7.09,1442,0.84,0.24,Obj. 283,-2.41,MT,0.93,755,65.83
50833,1393,51.73,5.76,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/poland-Pl24_56TP.png,298,1275,51.95,282,True,53,598,Poland,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/poland-Pl24_56TP.png,26.67,0.78,5906,67.12,1986,8,3.87,221,7.64,1385,0.77,0.42,56TP,-0.22,HT,1.1,1569,75.39
59729,400,48.48,4.46,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB104_GSR_3301_Setter.png,246,1498,49.55,593,False,9,1,UK,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/uk-GB104_GSR_3301_Setter.png,17.88,0.4,5905,76.81,758,7,3.42,96,6.43,779,0.72,0.47,Setter,-1.07,LT,2.45,782,69.28
11537,968,45.86,3.42,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G71_JagdPantherII.png,320,1063,48.6,157,False,34,219,Germany,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/germany-G71_JagdPantherII.png,26.74,0.61,5857,67.86,1236,8,2.32,463,5.5,970,0.78,0.32,JPanther II,-2.74,TD,0.4,829,62.17
47121,1977,55.76,8.87,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G144_Kpz_50t.png,325,1717,54.06,586,True,86,645,Germany,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/germany-G144_Kpz_50t.png,32.94,1.08,5802,73.37,2104,9,6.51,527,12.08,1509,0.62,0.57,Kpz 50 t,1.7,MT,1.63,1851,73.39
55297,873,50.15,3.7,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R89_SU122_44.png,310,1157,49.36,160,True,35,228,USSR,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/ussr-R89_SU122_44.png,28.27,0.85,5795,69.62,957,7,2.58,335,6.29,695,1.1,0.35,SU-122-44,0.79,TD,0.5,1079,58.83
1585,910,47.44,4.59,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch05_T34_2.png,288,1441,49.04,372,False,35,303,China,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/china-Ch05_T34_2.png,23.62,0.6,5780,67.44,1536,8,3.09,174,6.94,1241,0.8,0.32,T-34-2,-1.6,MT,1.14,1101,66.15
17937,354,48.72,3.63,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G101_StuG_III.png,262,900,46.99,65,False,22,87,Germany,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/germany-G101_StuG_III.png,23.09,0.65,5530,66.62,435,4,2.42,118,6.8,343,0.98,0.34,StuG III B,1.73,TD,0.44,801,53.48
4961,729,45.33,4.3,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/japan-J27_O_I_120.png,277,916,48.22,206,False,36,970,Japan,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/japan-J27_O_I_120.png,21.26,0.4,5502,48.21,2613,8,2.07,89,6.39,1611,0.97,0.2,O-Ho,-2.89,HT,0.59,623,67.24
3233,763,48.81,5.26,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/italy-It16_Carro_d_assalto_P88.png,282,1075,48.21,204,False,33,412,Italy,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/italy-It16_Carro_d_assalto_P88.png,24.12,0.57,5497,64.53,1519,7,3.39,96,7.63,1128,1.18,0.29,Carro P.88,0.6,HT,0.76,896,68.91
16641,357,48.46,4.78,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R101_MT25.png,223,1569,48.16,397,False,11,59,USSR,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/ussr-R101_MT25.png,16.26,0.47,5491,73.17,654,6,3.5,61,7.56,605,0.8,0.32,MT-25,0.3,LT,2.33,980,63.26
43553,1004,46.53,4.98,https://api.worldoftanks.com/static/2.69.0/wot/encyclopedia/vehicle/contour/usa-A141_M_IV_Y.png,281,1206,48.68,236,True,42,628,USA,https://api.worldoftanks.com/static/2.69.0/wot/encyclopedia/vehicle/usa-A141_M_IV_Y.png,21.91,0.56,5482,60.52,2043,8,3.02,147,7.22,1398,0.86,0.33,M-IV-Y,-2.15,HT,0.94,932,68.99
56609,876,52.54,4.51,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A102_T28_concept.png,289,979,49.41,209,True,38,766,USA,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/usa-A102_T28_concept.png,27.25,0.73,5472,66.89,1537,7,3.02,199,6.66,754,1.39,0.39,T28 HTC,3.13,TD,0.73,1222,67.74
19457,539,47.96,4.19,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R131_Tank_Gavalov.png,248,1496,49.57,550,False,22,72,USSR,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/ussr-R131_Tank_Gavalov.png,18.47,0.57,5452,74.27,876,7,3.11,104,6.13,802,0.75,0.36,LTG,-1.61,LT,2.23,1004,68.38
1537,414,49.72,6.66,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R06_T-28.png,243,1126,47.63,108,False,20,21,USSR,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/ussr-R06_T-28.png,20.93,0.66,5447,75.75,476,4,5.04,126,12,485,0.92,0.46,T-28,2.09,MT,0.93,1273,55.45
5217,745,49.98,3.71,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/japan-J28_O_I_100.png,275,958,47.85,209,False,31,756,Japan,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/japan-J28_O_I_100.png,23.81,0.57,5368,54.01,2164,7,2.01,90,5.51,1443,1.22,0.27,O-Ni,2.13,HT,0.74,826,67.37
2449,592,47.37,4.44,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/poland-Pl10_40TP_Habicha.png,269,1018,49.07,160,False,26,142,Poland,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/poland-Pl10_40TP_Habicha.png,22.78,0.59,5330,71.62,867,6,3.18,121,7.13,743,0.99,0.33,40TP,-1.7,MT,0.61,995,62.31
10065,694,49.92,5.65,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB75_AT7.png,306,892,48.28,190,False,31,660,UK,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/uk-GB75_AT7.png,29.58,0.57,5301,64.97,1722,7,3.67,149,8.8,1053,1.34,0.41,AT 7,1.64,TD,0.48,734,64.13
19745,379,45.88,3.81,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A112_T71E2R.png,219,1472,47.51,448,False,15,5,USA,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/usa-A112_T71E2R.png,14.24,0.36,5244,69.83,783,7,2.66,94,5.83,781,0.66,0.27,T71 CMCD,-1.63,LT,2.32,612,65.3
58657,1132,49,6.39,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A115_Chrysler_K_GF.png,283,1149,49.61,271,True,55,1110,USA,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/usa-A115_Chrysler_K_GF.png,23.19,0.61,5218,58.52,2532,8,3.74,131,8.6,1420,0.9,0.34,Chrysler GF,-0.61,HT,1.1,1256,74.31
64561,1100,49.97,5.24,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch23_112.png,288,1213,49.77,300,True,47,1074,China,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/china-Ch23_112.png,24.95,0.66,5191,58.35,2462,8,3.06,101,7.28,1392,1.05,0.23,112,0.2,HT,1.16,1207,72.02
62785,932,45.98,5.37,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F74_AMX_M4_1949.png,288,1103,49.36,244,True,43,786,France,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/france-F74_AMX_M4_1949.png,23.4,0.51,5163,61.33,2172,8,3.3,135,7.56,1377,0.78,0.19,AMX M4 49,-3.38,HT,0.79,945,71.13
46849,2726,55.44,10.02,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R157_Object_279R.png,327,1446,55.45,584,True,92,2170,USSR,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/ussr-R157_Object_279R.png,36.08,1.14,5119,66.2,4178,10,6.63,255,12.41,2145,0.84,0.42,Obj. 279 (e),-0.01,HT,1.45,1863,80.75
13313,896,45.96,4.54,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R60_Object416.png,299,1363,49.44,366,False,38,134,USSR,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/ussr-R60_Object416.png,24,0.59,5109,70.15,1213,8,3.19,293,6.89,1043,0.97,0.36,Obj. 416,-3.48,MT,0.93,986,65.93
2097,1392,48.07,5.37,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch12_111_1_2_3.png,295,1270,49.91,330,False,47,731,China,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/china-Ch12_111_1_2_3.png,23.65,0.62,5091,61.9,2446,9,3.32,159,7.2,1716,0.87,0.29,WZ-111 1-4,-1.84,HT,1.18,1217,74.52
43073,1333,48.27,5.48,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/france-F115_Lorraine_50t.png,291,1289,49.97,304,True,50,598,France,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/france-F115_Lorraine_50t.png,22.45,0.58,5082,64.44,2243,9,3.53,203,7.36,1663,0.52,0.31,Lorraine 50 t,-1.7,HT,1.19,1186,74.42
2897,539,48.76,7.55,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB08_Churchill_I.png,267,935,48.16,134,False,23,284,UK,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/uk-GB08_Churchill_I.png,23.52,0.62,5072,66.78,1054,5,5.04,66,11.43,829,1.47,0.28,Churchill I,0.6,HT,0.66,1027,66.02
7009,504,48.92,5.19,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/japan-J37_Type_3_Ho_Ni_III.png,287,977,49.73,73,False,24,5,Japan,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/japan-J37_Type_3_Ho_Ni_III.png,25.3,0.64,5055,79.61,357,5,4.13,257,9.07,349,0.81,0.47,Ho-Ni III,-0.81,TD,0.34,987,57.2
1121,703,49.25,8.11,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/japan-J11_Chi_Ri.png,275,1185,49.32,213,False,28,64,Japan,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/japan-J11_Chi_Ri.png,23.1,0.58,5038,68.5,1150,7,5.55,178,12.21,1100,0.81,0.46,Chi-Ri,-0.07,MT,0.76,989,66.41
60465,1421,49.38,4.52,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/china-Ch45_WZ_114.png,316,1133,50.95,352,True,42,942,China,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/china-Ch45_WZ_114.png,28.1,0.6,5032,64.14,3036,9,2.9,170,6.16,2138,0.9,0.31,WZ-114,-1.57,HT,0.92,1272,73.4
1185,426,48.83,5.94,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/italy-It07_P26_40.png,247,1011,47.62,107,False,21,118,Italy,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/italy-It07_P26_40.png,22.37,0.71,5021,67.49,588,4,4.01,70,10,481,1.02,0.6,P26/40,1.21,MT,0.83,1133,59.41
