isPrem,tank_id,avg_ammo_cost,tier,avg_earnings,image,name,class,avg_consumables_cost,nation,cost_per_shot,avg_repair_cost,earnings_per_minute,profit_per_minute,battles,avg_profit
False,5169,13058,6,36737,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch20_Type58.png,Type 58,MT,4451,China,1090,5179,7541,2883,6938,14048
True,53505,11890,3,27976,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R56_T-127.png,T-127,LT,1566,USSR,477,534,6655,3327,431,13986
True,59681,21283,6,43162,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A118_M4_Thunderbolt.png,Thunderbolt,MT,5128,USA,1346,2765,8715,2823,3006,13984
False,3393,844,3,16292,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F21_Lorraine39_L_AM.png,Lorr. 39L AM,SPG,807,France,126,662,3077,2640,260,13978
False,18961,8213,7,38096,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G113_SP_I_C.png,SP I C,LT,9738,Germany,1038,6237,7802,2848,2530,13906
False,5473,10432,6,33902,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/japan-J24_Mi_To_130_tons.png,O-I,HT,4709,Japan,1960,4885,7003,2866,6478,13875
False,3377,8348,7,33082,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch16_WZ_131.png,WZ-131,LT,4699,China,1177,6185,7327,3067,3711,13849
False,7009,8643,5,27715,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/japan-J37_Type_3_Ho_Ni_III.png,Ho-Ni III,TD,3363,Japan,738,1861,5392,2694,4167,13847
True,57905,7208,2,22601,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/china-Ch60_Vickers_TypeB.png,Vickers 6 t,LT,1214,China,444,344,5899,3611,1171,13833
False,7185,15625,6,38075,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G27_VK3001P.png,VK 30.01 P,HT,3543,Germany,1555,5167,8288,2990,8960,13738
False,897,6710,4,23733,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/sweden-S04_Lago_I.png,Lago,MT,1762,Sweden,509,1553,5731,3310,1969,13706
True,55377,15645,6,40104,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB108_A46.png,A46,LT,7179,UK,1565,3667,8847,3002,1527,13612
True,50465,21660,9,60505,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/usa-A169_PattonIII_120.png,Patton Tank,MT,10188,USA,2408,15056,11535,2592,21768,13600
False,3409,885,3,15519,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB27_Sexton.png,Sexton II,SPG,366,UK,78,700,2800,2448,355,13568
False,1553,13430,6,34929,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G17_JagdPzIV.png,Jg.Pz. IV,TD,4530,Germany,1274,3442,6386,2473,6143,13525
False,5905,940,3,16307,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G19_Wespe.png,Wespe,SPG,1422,Germany,122,541,2941,2417,187,13402
True,44801,5605,3,21558,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R161_T_116.png,T-116,LT,2077,USSR,339,544,6279,3883,395,13331
True,55073,105,2,15658,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A93_T7_Combat_Car.png,T7 Car,LT,1816,USA,0,427,5147,4375,433,13309
False,257,9402,5,27216,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R02_SU-85.png,SU-85,TD,2763,USSR,950,1942,5143,2477,3049,13107
False,1633,13163,4,30030,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/japan-J09_Chi_He.png,Chi-He,MT,2438,Japan,782,1367,6813,2963,2331,13061
False,2705,18612,7,44696,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/poland-Pl11_45TP_Habicha.png,45TP,HT,5715,Poland,2205,7332,9117,2658,7807,13035
False,513,18188,7,43514,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R01_IS.png,IS,HT,4949,USSR,2416,7370,8963,2679,9394,13007
False,3745,16350,8,43208,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/italy-It17_Progetto_CC55_mod_54.png,Progetto 54,HT,3766,Italy,1824,10184,8559,2556,5422,12907
False,2465,14107,9,48492,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/italy-It12_Prototipo_Standard_B.png,Standard B,MT,6830,Italy,1468,14685,8988,2385,11775,12870
False,7473,15523,6,35435,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch34_WZ131G_FT.png,WZ-131G FT,TD,3685,China,1632,3394,6351,2299,3187,12832
True,52817,11444,4,28051,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB33_Sentinel_AC_I.png,Sentinel,MT,2628,UK,523,1190,6382,2909,121,12789
False,8449,15389,9,42678,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R51_Object_212.png,212A,SPG,6160,USSR,1816,8410,6479,1930,9793,12718
False,3633,19366,7,44348,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch10_IS2.png,IS-2,HT,4649,China,2658,7630,9181,2629,1575,12700
False,18241,6738,7,31686,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F107_Hotchkiss_EBR.png,EBR Hotch.,LT,6447,France,969,5851,8715,3479,9405,12648
False,10833,1209,4,16493,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB26_Birch_Gun.png,Birch Gun,SPG,1710,UK,79,995,2822,2152,159,12577
True,52993,28933,4,47489,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R68_A-32.png,A-32,MT,4439,USSR,2140,1574,11470,3029,216,12542
True,63505,4475,3,21439,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G117_Toldi_III.png,Toldi III,LT,3872,Germany,315,573,5714,3336,243,12517
False,289,4142,3,18980,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A03_M3_Stuart.png,M3 Stuart,LT,1226,USA,131,1197,4792,3134,1255,12413
False,11025,7773,7,29467,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G43_Sturer_Emil.png,St. Emil,TD,4574,Germany,1258,4714,5230,2201,6115,12403
False,1665,13958,7,38274,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/sweden-S13_Leo.png,Leo,MT,4685,Sweden,1605,7254,7954,2572,16445,12376
False,10817,12643,7,34220,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F35_AMX_AC_Mle1946.png,AMX AC 46,TD,3436,France,1433,5797,6550,2362,1306,12343
False,4241,13599,7,38673,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/poland-Pl20_CS_44.png,CS-44,MT,5467,Poland,1559,7276,7810,2490,6160,12330
False,7441,26890,9,61578,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G58_VK4502P.png,VK 45.02 B,HT,6094,Germany,3294,16331,11190,2228,16633,12261
False,5217,13132,7,37570,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/japan-J28_O_I_100.png,O-Ni,HT,3289,Japan,1860,8973,7755,2513,1393,12174
False,17985,6627,6,27942,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F109_AMD_Panhard_178B.png,AMD 178B,LT,5444,France,675,3713,7443,3238,6342,12156
False,16161,14352,9,42120,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A88_M53_55.png,M53/M55,SPG,7579,USA,1717,8032,6286,1814,29477,12155
False,1137,10716,5,27674,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/czech-Cz09_T_24.png,Škoda T 24,MT,2566,Czech,1013,2305,6300,2751,2601,12086
True,53537,9285,2,23120,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A74_T1_E6.png,T1E6,LT,1442,USA,372,412,6784,3515,104,11979
False,19457,10007,7,35390,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R131_Tank_Gavalov.png,LTG,LT,6976,USSR,1285,6503,7529,2532,3227,11902
False,3617,1374,3,16971,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A16_M7_Priest.png,M7 Priest,SPG,3003,USA,163,699,3218,2255,145,11893
False,4689,15358,6,37296,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB09_Churchill_VII.png,Churchill VII,HT,4231,UK,1121,5865,7629,2422,6289,11839
False,1681,5868,3,19376,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/poland-Pl06_10TP.png,10TP,LT,783,Poland,492,903,5509,3361,527,11821
False,3457,8802,5,26673,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/sweden-S14_Ikv_103.png,Ikv 103,TD,3942,Sweden,1429,2160,5325,2349,1906,11767
True,48129,24044,6,42160,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R140_M4_Loza.png,Loza's M4-A2,MT,3579,USSR,1600,2773,8704,2428,669,11762
False,2193,11431,5,28073,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/poland-Pl12_25TP_KSUST_II.png,25TP,MT,2752,Poland,959,2197,6588,2744,2394,11692
True,54529,8283,2,21403,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R84_Tetrarch_LL.png,Tetrarch,LT,1077,USSR,479,374,6273,3419,359,11667
True,46353,18492,9,51027,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G147_Kunze_Panzer.png,Kunze Panzer,MT,7038,Germany,2003,13830,9028,2064,21592,11665
False,2625,14601,6,34589,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F06_ARL_44.png,ARL 44,HT,3813,France,1944,4515,7811,2633,4615,11659
False,2449,12190,6,32743,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/poland-Pl10_40TP_Habicha.png,40TP,MT,4111,Poland,1403,4796,6691,2379,4264,11645
False,20241,6616,8,35636,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G126_HWK_12.png,HWK 12,LT,8617,Germany,969,8774,7513,2451,4160,11628
False,8721,14192,9,39878,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G45_G_Tiger.png,G.W. Tiger,SPG,4957,Germany,1893,9118,6135,1786,6016,11610
False,11265,17546,6,37396,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R72_T150.png,T-150,HT,4134,USSR,2056,4166,7821,2415,6745,11549
False,11841,12472,10,49170,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F38_Bat_Chatillon155_58.png,B-C 155 58,SPG,6571,France,1131,18605,7420,1738,13067,11521
True,34593,18403,3,33389,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/usa-A148_Convertible_Medium_Tank_T3.png,T3 Convert.,MT,2228,USA,554,1262,10053,3461,1184,11494
False,3233,14610,7,37142,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/italy-It16_Carro_d_assalto_P88.png,Carro P.88,HT,3618,Italy,1546,7438,7473,2308,2122,11475
True,55121,33193,7,60346,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB52_A45.png,FV201 (A45),HT,8282,UK,2202,7439,11888,2252,623,11431
False,9985,16226,8,41513,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R58_SU-101.png,SU-101,TD,4964,USSR,2178,8947,8225,2253,5701,11375
False,3841,488,2,12657,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R16_SU-18.png,SU-18,SPG,537,USSR,37,288,2801,2510,237,11343
False,5185,12155,7,36535,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F16_AMX_13_75.png,AMX 13 75,LT,6504,France,1227,6611,8232,2538,8322,11264
False,1041,9150,5,27053,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G05_StuG_40_AusfG.png,StuG III G,TD,4550,Germany,817,2150,5119,2119,5977,11201
False,849,10313,4,25662,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB07_Matilda.png,Matilda,MT,2780,UK,446,1373,5192,2265,8908,11195
False,4641,1902,4,19857,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A17_M37.png,M37,SPG,5877,USA,159,927,3277,1840,180,11149
False,59729,9464,7,34835,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB104_GSR_3301_Setter.png,Setter,LT,8043,UK,1141,6236,7500,2387,3296,11091
False,641,4801,3,18045,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/sweden-S12_Strv_M40.png,Strv m/40L,LT,1473,Sweden,215,747,4430,2706,856,11022
False,7457,12186,8,34992,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A37_M40M43.png,M40/M43,SPG,6311,USA,1689,5480,5277,1661,15958,11013
False,3361,20714,5,38666,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A09_T1_hvy.png,T1 Heavy,HT,3477,USA,1278,3464,7884,2245,8162,11010
False,2561,14257,6,34508,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R07_T-34-85.png,T-34-85,MT,4519,USSR,1411,4730,7420,2365,9823,11001
False,15121,667,2,13956,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G93_GW_Mk_VIe.png,G.Pz. Mk. VI,SPG,1982,Germany,122,379,2828,2214,112,10927
False,4913,12035,6,33242,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch15_59_16.png,59-16,LT,6346,China,1139,3949,7507,2464,4244,10911
False,6657,15164,7,38136,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R23_T-43.png,T-43,MT,4787,USSR,1295,7298,7689,2194,3756,10886
True,33025,28467,5,46096,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/ussr-R186_KV_1_Screened.png,KV-1Sh,HT,3965,USSR,1696,2780,9293,2194,775,10883
False,14417,12985,6,31103,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB45_Achilles_IIC.png,Achilles,TD,3138,UK,1060,4121,6026,2104,5717,10858
False,1185,7916,4,21857,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/italy-It07_P26_40.png,P26/40,MT,1694,Italy,615,1408,4772,2366,4120,10838
False,161,3823,1,14643,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/italy-It04_Fiat_3000.png,Fiat 3000,LT,0,Italy,235,0,3717,2746,196,10819
False,881,9019,4,24216,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/czech-Cz11_V_8_H.png,ST vz. 39,MT,3076,Czech,531,1366,5358,2379,905,10753
False,9521,18145,8,46769,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/china-Ch50_BZ_166.png,BZ-166,HT,6923,China,2590,10960,9839,2259,7985,10739
False,3585,14842,6,33147,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R17_SU-100.png,SU-100,TD,5200,USSR,1997,2392,6018,1944,8778,10711
False,9233,17001,10,52285,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G61_G_E.png,G.W. E 100,SPG,7523,Germany,2097,17074,8019,1638,10893,10686
False,5793,7852,5,23954,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/italy-It28_Semovente_M41_Da_75_18.png,Semovente M41,TD,3496,Italy,551,2007,4500,1990,6715,10597
False,4993,14949,8,42492,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/sweden-S29_UDES_14_5.png,UDES 14 5,MT,5693,Sweden,1773,11290,7968,1980,31568,10558
False,10769,18462,7,42393,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G57_PzVI_Tiger_P.png,Tiger (P),HT,4339,Germany,1818,9091,8281,2051,11220,10499
False,18193,16100,5,33517,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G81_Pz_IV_AusfH.png,Pz. IV H,MT,4463,Germany,1636,2460,7269,2275,6397,10493
False,7681,651,3,13860,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R66_SU-26.png,SU-26,SPG,2082,USSR,37,683,2658,2003,447,10441
False,6241,22981,7,46320,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/japan-J32_Chi_To_SPG.png,Chi-To SP,TD,6750,Japan,2253,6273,8329,1854,27191,10315
False,20769,16497,7,37144,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/usa-A147_M_II_Y.png,M-II-Y,HT,3187,USA,1744,7177,7389,2045,4329,10281
True,27921,19993,5,38657,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/germany-G170_PzKpfwIV_Ausf_F2.png,Pz. IV F2,MT,6619,Germany,1396,1820,8081,2137,10423,10224
False,20257,11699,4,26327,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A129_T6_medium.png,T6 Medium,MT,2937,USA,1197,1508,5795,2241,4802,10181
False,23041,6215,3,18386,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R174_BT-5.png,BT-5,LT,1076,USSR,285,917,5354,2963,780,10176
True,29441,18977,5,36585,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/ussr-R202_SU_2_122.png,SU-2-122,TD,5968,USSR,2924,1529,7560,2089,1949,10109
False,2913,20340,4,35857,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/japan-J06_Ke_Ho.png,Ke-Ho,LT,4253,Japan,1103,1171,7456,2098,2456,10092
False,4945,4388,3,17472,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB04_Valentine.png,Valentine,LT,2268,UK,232,765,3806,2189,2000,10050
False,11009,24030,8,53059,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R73_KV4.png,KV-4,HT,5891,USSR,2633,13110,10883,2056,4945,10027
False,2817,17202,6,34725,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R106_KV85.png,KV-85,HT,3267,USSR,2307,4279,7652,2198,2653,9975
False,14913,5503,4,17294,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F70_SARL42.png,SARL 42,MT,626,France,352,1207,3285,1891,810,9957
False,6449,4772,2,15905,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch30_T-26G_FT.png,T-26G FT,TD,844,China,245,340,3299,2063,116,9947
False,14145,12502,5,33319,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F62_ELC_AMX.png,AMX ELC bis,LT,9000,France,1824,1873,6756,2016,12277,9943
False,15633,1331,4,16367,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G95_Pz_Sfl_IVb.png,Pz.Sfl. IVb,SPG,4034,Germany,122,1075,2743,1663,244,9926
False,1937,6960,4,20244,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/poland-Pl07_14TP.png,14TP,LT,1924,Poland,500,1454,4835,2365,1607,9905
False,14657,1913,4,17325,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F66_AMX_Ob_Am105.png,AMX 105 AM,SPG,4802,France,180,775,2783,1579,152,9834
False,6961,9117,4,22221,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch32_SU-76G_FT.png,SU-76G FT,TD,2035,China,855,1235,4381,1938,1316,9832
False,5889,21256,7,43281,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R39_KV-3.png,KV-3,HT,5248,USSR,2738,6946,8463,1922,4959,9830
False,6465,12730,6,34071,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F15_AMX_12t.png,AMX 12 t,LT,7729,France,1398,3785,7458,2150,14079,9825
False,6993,3163,2,13758,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB69_Cruiser_Mk_II.png,Cruiser II,LT,333,UK,168,451,3475,2478,274,9810
False,4225,13678,8,36522,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/sweden-S21_UDES_03.png,UDES 03,TD,5640,Sweden,1754,7402,6240,1674,15414,9800
False,1569,21052,7,42767,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A07_T20.png,T20,MT,4974,USA,2068,6951,8029,1837,6477,9789
False,81,3253,1,13039,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB01_Medium_Mark_I.png,Medium I,MT,0,UK,310,0,3080,2311,163,9785
False,6977,16044,7,38279,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F07_AMX_M4_1945.png,AMX M4 45,HT,3584,France,1747,8934,7638,1939,5350,9717
False,59473,10900,8,37008,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB102_LHMTV.png,LHMTV,LT,7924,UK,1771,8523,7835,2045,5668,9660
False,20481,20095,8,45114,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R139_IS_M.png,IS-M,HT,4727,USSR,2566,10642,9279,1984,3595,9648
False,10001,11407,6,28924,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G66_VK2801.png,VK 28.01,LT,4325,Germany,1138,3589,6612,2195,3110,9602
True,3169,5913,2,16471,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/japan-J02_Te_Ke.png,Te-Ke,LT,661,Japan,419,305,4458,2596,239,9592
False,3697,17455,7,39165,https://api.worldoftanks.com/static/2.69.0/wot/encyclopedia/vehicle/contour/czech-Cz19_Vz_44_1.png,Vz. 44-1,HT,4057,Czech,2068,8079,7695,1881,4244,9573
False,5249,23033,9,54404,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/sweden-S27_UDES_16.png,UDES 16,MT,6739,Sweden,2461,15143,9922,1730,34287,9487
False,15889,14661,6,34243,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G96_VK3002M.png,VK 30.02 M,MT,4597,Germany,1080,5497,7086,1963,10885,9487
False,2145,6134,3,18157,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/japan-J07_Chi_Ha.png,Chi-Ha,LT,1639,Japan,388,906,4409,2301,401,9477
False,2081,601,2,10731,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A107_T1_HMC.png,T1 HMC,SPG,387,USA,53,295,2296,2021,111,9445
False,14161,16231,7,35238,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB41_Challenger.png,Challenger,TD,3789,UK,1546,5779,6560,1756,6659,9436
False,10065,15166,7,34791,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB75_AT7.png,AT 7,TD,2867,UK,1339,7347,6478,1752,1731,9410
True,37889,15880,5,32755,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/ussr-R197_KV_1S_MZ.png,KV-1SA,HT,4328,USSR,1205,3146,7212,2069,7067,9398
False,7729,14336,7,33020,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch35_T-34-2G_FT.png,T-34-2G FT,TD,4463,China,1754,4875,5768,1632,2899,9345
False,10497,13620,6,34573,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R77_KV2.png,KV-2,HT,7545,USSR,2733,4122,6932,1861,15874,9285
False,1377,12600,5,28654,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/japan-J08_Chi_Nu.png,Chi-Nu,MT,4554,Japan,1039,2236,6193,2002,1717,9263
False,1953,15565,7,34979,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/italy-It09_P43_ter.png,P.43 ter,MT,2886,Italy,1858,7315,7181,1891,3333,9212
False,20305,15144,6,33856,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/uk-GB122_Staghound_Mk_III.png,Staghound,MT,4967,UK,1096,4537,7259,1974,8874,9207
False,16385,5398,5,21496,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R100_SU122A.png,SU-122A,SPG,5785,USSR,751,1118,3431,1467,1646,9194
False,769,6977,4,20154,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R03_BT-7.png,BT-7,LT,2177,USSR,388,1818,5042,2297,1358,9181
False,3441,17116,8,41534,https://api.worldoftanks.com/static/2.69.0/wot/encyclopedia/vehicle/contour/czech-Cz18_TNH_105_1000.png,TNH 105/1000,HT,4397,Czech,2176,10889,8698,1912,6038,9130
False,1105,13877,6,33478,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB21_Cromwell.png,Cromwell,MT,5985,UK,1072,4565,7528,2035,8846,9050
False,9553,16278,6,34440,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB74_AT8.png,AT 8,TD,4557,UK,1204,4595,6433,1682,4671,9009
False,18449,8427,9,40677,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G103_RU_251.png,Ru 251,LT,9364,Germany,1176,13885,8692,1923,7732,8999
False,113,3572,1,12507,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/czech-Cz06_Kolohousenka.png,K-housenka,LT,0,Czech,234,0,2685,1918,448,8934
False,7761,4990,3,16070,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB58_Cruiser_Mk_III.png,Cruiser III,LT,1280,UK,201,894,4849,2687,394,8904
